CO_IES|NO_IES|SGL_IES|CO_MANTENEDORA|NO_MANTENEDORA|CO_CATEGORIA_ADMINISTRATIVA|DS_CATEGORIA_ADMINISTRATIVA|CO_ORGANIZACAO_ACADEMICA|DS_ORGANIZACAO_ACADEMICA|CO_MUNICIPIO_IES|NO_MUNICIPIO_IES|CO_UF_IES|SGL_UF_IES|NO_REGIAO_IES|IN_CAPITAL_IES|QT_TEC_TOTAL|QT_TEC_FUND_INCOMP_FEM|QT_TEC_FUND_INCOMP_MASC|QT_TEC_FUND_COMP_FEM|QT_TEC_FUND_COMP_MASC|QT_TEC_MEDIO_FEM|QT_TEC_MEDIO_MASC|QT_TEC_SUPERIOR_FEM|QT_TEC_SUPERIOR_MASC|QT_TEC_ESPECIALIZACAO_FEM|QT_TEC_ESPECIALIZACAO_MASC|QT_TEC_MESTRADO_FEM|QT_TEC_MESTRADO_MASC|QT_TEC_DOUTORADO_FEM|QT_TEC_DOUTORADO_MASC|IN_ACESSO_PORTAL_CAPES|IN_ACESSO_OUTRAS_BASES|IN_REFERENTE|VL_RECEITA_PROPRIA|VL_TRANSFERENCIA|VL_OUTRA_RECEITA|VL_DES_PESSOAL_REM_DOCENTE|VL_DES_PESSOAL_REM_TECNICO|VL_DES_PESSOAL_ENCARGO|VL_DES_CUSTEIO|VL_DES_INVESTIMENTO|VL_DES_PESQUISA|VL_DES_OUTRAS
15576|Faculdade de Tecnologia de Mogi das Cruzes|FATEC-MC|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3530607|Mogi das Cruzes|35|SP|Sudeste|0|12|0|0|0|0|2|0|6|2|1|1|0|0|0|0|0|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
15696|Faculdade de Tecnologia de Sertãozinho|FATEC SERTÃOZINHO|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3551702|Sertãozinho|35|SP|Sudeste|0|13|0|0|0|0|0|2|7|3|1|0|0|0|0|0|1|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
15784|Faculdade de Tecnologia Estudante Rafael Almeida Camarinha - Marilia|Fatec Marilia|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3529005|Marília|35|SP|Sudeste|0|14|0|0|0|0|0|0|4|7|1|0|1|1|0|0|0|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
15708|Faculdade de Tecnologia Dr. Thomaz Novelino|FATEC Franca|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3516200|Franca|35|SP|Sudeste|0|10|0|0|0|0|1|1|1|3|2|1|0|0|1|0|0|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
16410|Faculdade de Tecnologia de Catanduva|FATEC Catanduva|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3511102|Catanduva|35|SP|Sudeste|0|18|0|0|2|2|2|4|4|1|2|1|0|0|0|0|0|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
15688|FACULDADE DE TECONOLOGIA DA ZONA SUL|FATEC ZONASUL|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3550308|São Paulo|35|SP|Sudeste|1|11|0|0|1|2|0|0|5|3|0|0|0|0|0|0|0|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
15757|Faculdade de Tecnologia de Barueri|Fatec Barueri|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3505708|Barueri|35|SP|Sudeste|0|5|0|0|0|0|0|1|2|1|0|0|0|0|1|0|1|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
15697|Faculdade de Tecnologia de Araçatuba|FATEC Araçatuba|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3502804|Araçatuba|35|SP|Sudeste|0|12|0|0|0|0|0|1|8|3|0|0|0|0|0|0|0|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
15715|FACULDADE DE TECNOLOGIA PROFESSOR ANTÔNIO SEABRA|FATEC LINS|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3527108|Lins|35|SP|Sudeste|0|13|0|0|0|0|0|3|4|2|2|1|0|0|0|1|0|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
17942|Faculdade de Tecnologia do Tatuapé|FATEC-TT|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3550308|São Paulo|35|SP|Sudeste|1|12|0|0|1|0|3|3|4|1|0|0|0|0|0|0|0|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
15714|Fatec Arthur Azevedo - Mogi Mirim|FATECMM|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3530805|Moji Mirim|35|SP|Sudeste|0|11|0|0|0|0|0|0|7|4|0|0|0|0|0|0|0|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
18049|Faculdade de Tecnologia de Taubaté|FATEC TAUBATÉ|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3554102|Taubaté|35|SP|Sudeste|0|5|0|0|0|0|0|0|3|1|0|1|0|0|0|0|0|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
17952|Faculdade de Tecnologia de Jacareí|FATEC Jacareí|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3524402|Jacareí|35|SP|Sudeste|0|5|0|0|0|0|1|0|2|2|0|0|0|0|0|0|0|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
15695|Faculdade de Tecnologia Dom Amaury Castanho|Fatec Itu|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3523909|Itu|35|SP|Sudeste|0|12|0|0|0|0|1|0|4|6|0|0|0|0|1|0|0|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
15709|Faculdade de Tecnologia de Osasco - Prefeito Hirant Sanazar|Fatec Osasco|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3534401|Osasco|35|SP|Sudeste|0|10|0|0|0|0|4|1|0|1|2|2|0|0|0|0|0|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
16395|Faculdade de Tecnologia de Carapicuiba|FATEC|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3510609|Carapicuíba|35|SP|Sudeste|0|20|0|0|0|0|7|6|2|5|0|0|0|0|0|0|0|0|2|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
15689|Faculdade de Tecnologia de Bauru|FATEC|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3506003|Bauru|35|SP|Sudeste|0|10|0|0|0|0|4|2|1|2|0|1|0|0|0|0|0|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
15793|Faculdade de Tecnologia de São Sebastião|Fatec SS|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3550704|São Sebastião|35|SP|Sudeste|0|13|0|0|0|0|3|3|4|2|0|1|0|0|0|0|1|1|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
19863|Faculdade de Tecnologia de Assis|FATEC Assis|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3504008|Assis|35|SP|Sudeste|0|2|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
15581|Faculdade de Tecnologia de São José dos Campos - Jessen Vidal|FATECSJCAMPOS|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3549904|São José dos Campos|35|SP|Sudeste|0|18|0|0|0|0|1|5|4|4|3|0|0|0|0|1|1|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
15753|FACULDADE DE TECNOLOGIA DE JABOTICABAL|FATEC JB|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3524303|Jaboticabal|35|SP|Sudeste|0|10|0|0|0|0|1|0|2|5|2|0|0|0|0|0|0|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
15769|Faculdade de Tecnologia de Jales|Fatec Jales|33|CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA|2|Pública Estadual|3|Faculdade|3524808|Jales|35|SP|Sudeste|0|12|0|0|0|0|1|0|4|2|4|1|0|0|0|0|0|0|1|0.00|261930909.16|0.00|131121506.44|21004182.24|89962517.13|6544665.83|13298037.52|0.00|0.00
38|UNIVERSIDADE DO ESTADO DO PARÁ|UEPA|34|UNIVERSIDADE DO ESTADO DO PARA UEP|2|Pública Estadual|1|Universidade|1501402|Belém|15|PA|Norte|1|1572|17|29|67|73|431|470|236|116|82|18|22|7|3|1|1|1|2|6300150.16|210913856.64|6342325.84|114844822.36|49453922.07|32391606.00|32473318.40|3596387.89|793805.92|18266241.60
40|UNIVERSIDADE DO ESTADO DA BAHIA|UNEB|36|UNIVERSIDADE DO ESTADO DA BAHIA|2|Pública Estadual|1|Universidade|2927408|Salvador|29|BA|Nordeste|1|1199|0|0|1|2|186|284|346|144|174|39|16|3|2|2|1|1|2|24049992.97|14014241.34|427297983.33|175845547.74|83553870.64|61825447.79|130252729.80|7157576.74|5318655.90|1408389.03
609|UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ|UNIOESTE|37|UNIVERSIDADE ESTADUAL DO PARANA|2|Pública Estadual|1|Universidade|4104808|Cascavel|41|PR|Sul|0|1230|1|0|20|39|259|146|317|86|227|68|45|18|2|2|1|0|2|34428936.04|290931331.10|9238189.35|144040975.98|132960900.90|0.00|89368788.30|3475360.12|0.00|0.00
730|UNIVERSIDADE ESTADUAL DE PONTA GROSSA|UEPG|37|UNIVERSIDADE ESTADUAL DO PARANA|2|Pública Estadual|1|Universidade|4119905|Ponta Grossa|41|PR|Sul|0|770|22|63|18|32|152|142|81|73|81|57|27|11|7|4|1|1|2|176501251.47|7635764.53|0.00|104087925.43|53956381.10|1526467.92|21439433.74|497208.97|15614386.58|0.00
9|UNIVERSIDADE ESTADUAL DE LONDRINA|UEL|37|UNIVERSIDADE ESTADUAL DO PARANA|2|Pública Estadual|1|Universidade|4113700|Londrina|41|PR|Sul|0|1666|12|113|7|45|243|401|191|216|217|124|37|38|8|14|1|1|2|17442439.00|568591407.00|46855473.00|220689682.00|309423171.00|7423607.00|91271070.00|17339327.00|16920426.00|0.00
57|UNIVERSIDADE ESTADUAL DE MARINGÁ|UEM|37|UNIVERSIDADE ESTADUAL DO PARANA|2|Pública Estadual|1|Universidade|4115200|Maringá|41|PR|Sul|0|1631|4|105|18|54|205|323|177|166|261|157|64|47|33|17|1|1|2|34728731.57|396033885.11|4902707.90|207624887.71|138416591.81|5762402.70|57897941.82|10756839.04|0.00|7506162.63
1126|UNIVERSIDADE ESTADUAL DO CENTRO OESTE|UNICENTRO|37|UNIVERSIDADE ESTADUAL DO PARANA|2|Pública Estadual|1|Universidade|4109401|Guarapuava|41|PR|Sul|0|239|6|1|2|6|6|29|23|41|49|34|17|23|1|1|1|1|2|5766746.00|124284242.00|8090606.00|91316792.95|23785304.89|4559881.16|20428881.00|1205040.00|0.00|0.00
18492|Universidade Estadual do Paraná|UNESPAR|37|UNIVERSIDADE ESTADUAL DO PARANA|2|Pública Estadual|1|Universidade|4118204|Paranaguá|41|PR|Sul|0|158|8|2|1|7|16|15|25|13|43|21|6|1|0|0|0|0|2|3017972.00|103219480.00|0.00|72373474.56|13228668.40|150000.00|11534075.61|289679.19|1628383.71|0.00
43|FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA|UDESC|39|FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC|2|Pública Estadual|1|Universidade|4205407|Florianópolis|42|SC|Sul|1|797|16|27|101|125|146|125|47|31|66|39|47|22|2|3|1|1|2|4591250.69|320381351.20|213293.38|129817385.49|52426038.12|50750227.15|43197058.28|23019265.70|6192693.97|0.00
1869|CENTRO UNIVERSITÁRIO DE ITAJUBÁ|FEPI|40|FUNDACAO DE ENSINO E PESQUISA DE ITAJUBA|5|Privada sem fins lucrativos|2|Centro Universitário|3132404|Itajubá|31|MG|Sudeste|0|143|9|8|9|18|22|24|35|12|3|2|0|1|0|0|0|1|1|28910269.84|0.00|697196.51|8640926.05|3096258.63|7123107.51|5576878.78|6043726.27|244642.77|1745692.74
47|UNIVERSIDADE ESTADUAL DE GOIÁS|UEG|42|UNIVERSIDADE ESTADUAL DE GOIAS|2|Pública Estadual|1|Universidade|5201108|Anápolis|52|GO|Centro-Oeste|0|1775|25|31|127|80|343|185|488|178|204|105|3|5|0|1|1|0|2|16589017.86|208847511.08|1360502.59|114720625.44|32127012.60|31036709.55|51925830.58|19717266.22|2068130.00|0.00
149|FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO|FAMERP|46|ESTADO DE SAO PAULO|2|Pública Estadual|3|Faculdade|3549805|São José do Rio Preto|35|SP|Sudeste|0|216|3|7|13|1|51|31|69|29|6|0|2|1|3|0|1|1|2|446431.30|35089.97|1722.07|28372621.88|14205715.00|12937145.50|5390515.18|5894963.57|0.00|803313.22
54|UNIVERSIDADE ESTADUAL DE CAMPINAS|UNICAMP|46|ESTADO DE SAO PAULO|2|Pública Estadual|1|Universidade|3509502|Campinas|35|SP|Sudeste|0|4547|23|107|66|196|623|845|1075|856|246|162|140|98|57|53|1|1|2|0.00|1180648375.00|821799.00|640719635.00|281030568.00|151907873.00|85203838.00|15998095.00|6610165.00|0.00
56|UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO|UNESP|46|ESTADO DE SAO PAULO|2|Pública Estadual|1|Universidade|3550308|São Paulo|35|SP|Sudeste|1|6946|26|184|141|336|910|1547|1529|1274|479|241|112|72|57|38|1|1|2|207693990.00|2233753101.00|15417202.00|1124453540.00|819635693.00|75092280.00|238459171.00|89237889.00|102586600.00|7399120.00
58|FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO|FDSBC|48|PREFEITURA DO MUNICIPIO DE SAO BERNARDO DO CAMPO|3|Pública Municipal|3|Faculdade|3548708|São Bernardo do Campo|35|SP|Sudeste|0|115|1|3|1|0|18|14|43|17|8|8|0|1|0|1|0|1|2|26966871.85|7261.93|3568030.75|7313881.86|7002219.31|3195295.38|5318751.78|91951.93|0.00|0.00
59|FACULDADE DE DIREITO DE FRANCA|FDF|49|FACULDADE DE DIREITO DE FRANCA|7|Especial|3|Faculdade|3516200|Franca|35|SP|Sudeste|0|17|0|0|0|1|5|3|3|0|1|1|0|2|1|0|1|1|2|12964640.91|22390.00|940280.25|4410406.42|1070031.72|1584907.57|2076372.19|1522765.86|81900.00|0.00
1870|FACULDADES INTEGRADAS REGIONAIS DE AVARÉ|FIRA|50|FUNDACAO REGIONAL EDUCACIONAL DE AVARE|3|Pública Municipal|3|Faculdade|3504503|Avaré|35|SP|Sudeste|0|51|0|1|2|0|17|11|14|6|0|0|0|0|0|0|0|0|1|5755925.66|1381551.28|689028.13|3078563.49|1463856.11|1235923.30|1810822.34|0.00|0.00|458002.67
3641|CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS|UNIFEB|51|FUNDACAO EDUCACIONAL DE BARRETOS|5|Privada sem fins lucrativos|2|Centro Universitário|3505500|Barretos|35|SP|Sudeste|0|118|3|4|3|1|30|24|26|17|4|5|1|0|0|0|1|0|1|51105736.19|0.00|0.00|16553707.87|4254139.75|16531992.74|8024407.29|98010.13|0.00|18162100.12
67|ESCOLA DE ENGENHARIA DE PIRACICABA|EEP/FUMEP|52|FUNDACAO MUNICIPAL DE ENSINO DE PIRACICABA|3|Pública Municipal|3|Faculdade|3538709|Piracicaba|35|SP|Sudeste|0|81|0|0|2|0|11|13|20|15|6|8|1|3|0|2|0|0|1|23722958.79|0.00|2774343.90|8984492.04|4611791.31|3806695.19|7474408.86|716102.31|0.00|0.00
68|FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS|FAFIPE|53|FUNDACAO EDUCACIONAL DE PENAPOLIS|5|Privada sem fins lucrativos|3|Faculdade|3537305|Penápolis|35|SP|Sudeste|0|91|0|0|0|0|8|12|12|19|4|8|5|13|5|5|1|1|1|2340959.53|0.00|387351.93|1002638.15|482659.39|623616.74|320247.91|0.00|0.00|440424.50
71|UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE|UERN|55|UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE - UERN|2|Pública Estadual|1|Universidade|2408003|Mossoró|24|RN|Nordeste|0|1053|0|0|51|56|111|274|86|114|187|138|15|17|3|1|1|1|1|1838370.38|244560287.87|424656.51|103464974.44|39999641.65|58154883.34|10105188.29|3134723.08|72000.00|0.00
4356|FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES|FACIP|56|AUTARQUIA EDUCACIONAL DA MATA SUL|3|Pública Municipal|3|Faculdade|2610004|Palmares|26|PE|Nordeste|0|23|0|0|0|2|2|0|1|0|5|9|1|3|0|0|0|0|1|2267225.00|0.00|9524.98|217346.31|66230.67|50810.32|4875.30|0.00|0.00|815.55
72|FACULDADE DE FORMAÇÃO DE PROFESSORES DA MATA SUL|FAMASUL|56|AUTARQUIA EDUCACIONAL DA MATA SUL|3|Pública Municipal|3|Faculdade|2610004|Palmares|26|PE|Nordeste|0|185|0|0|7|15|30|41|14|17|14|17|10|13|5|2|0|0|1|3400838.40|0.00|110359.45|1979456.26|598630.45|565647.24|95780.40|0.00|0.00|5075.30
73|CENTRO DE ENSINO SUPERIOR DE ARCOVERDE|CESA|57|AUTARQUIA DE ENSINO SUPERIOR DE ARCOVERDE|3|Pública Municipal|3|Faculdade|2601201|Arcoverde|26|PE|Nordeste|0|36|0|0|0|0|7|4|16|9|0|0|0|0|0|0|1|0|1|4944891.00|2633220.00|4221.02|4426967.01|1354702.02|1152199.39|1474976.16|224652.55|0.00|114203.40
4858|ESCOLA SUPERIOR DE SAÚDE DE ARCOVERDE|ESSA|57|AUTARQUIA DE ENSINO SUPERIOR DE ARCOVERDE|3|Pública Municipal|3|Faculdade|2601201|Arcoverde|26|PE|Nordeste|0|36|0|0|0|0|7|4|16|9|0|0|0|0|0|0|0|0|1|4944891.00|2633220.00|4221.02|4426967.01|1354702.02|1152199.39|1474976.16|224652.55|0.00|114203.40
74|FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE SÃO JOSÉ DO RIO PARDO|FFCL|58|SAO JOSE DO RIO PARDO PREFEITURA|3|Pública Municipal|3|Faculdade|3549706|São José do Rio Pardo|35|SP|Sudeste|0|21|0|0|0|1|3|2|9|6|0|0|0|0|0|0|0|0|2|1545043.38|1539509.16|41637.59|648643.93|1143801.83|473211.31|788971.45|15426.02|0.00|60000.00
76|UNIVERSIDADE REGIONAL DE BLUMENAU|FURB|60|FUNDACAO UNIVERSIDADE REGIONAL DE BLUMENAU|7|Especial|1|Universidade|4202404|Blumenau|42|SC|Sul|0|564|6|22|13|12|100|104|92|79|56|43|15|18|1|3|1|0|2|109641826.20|11174576.07|36351077.11|48886694.94|42703427.26|20957393.87|37050027.33|5760146.99|7780324.53|951435.36
77|FACULDADE DA REGIÃO DOS LAGOS|FERLAGOS|61|FUNDACAO EDUCACIONAL DA REGIAO DOS LAGOS|5|Privada sem fins lucrativos|3|Faculdade|3300704|Cabo Frio|33|RJ|Sudeste|0|20|0|0|1|0|2|2|5|3|4|2|1|0|0|0|1|0|1|4200000.00|3500000.00|0.00|1632000.00|903840.00|1002504.00|0.00|0.00|0.00|923455.00
78|FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE|FAFIA|62|PREFEITURA MUNICIPAL DE ALEGRE|3|Pública Municipal|3|Faculdade|3200201|Alegre|32|ES|Sudeste|0|22|0|0|1|0|0|3|2|0|11|4|1|0|0|0|0|0|2|1941908.20|241205.13|228309.57|873088.17|375220.40|609512.29|231761.34|15625.99|0.00|155419.30
79|INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA|IMES CATANDUVA|63|INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA|7|Especial|3|Faculdade|3511102|Catanduva|35|SP|Sudeste|0|41|0|0|5|4|10|5|11|3|2|1|0|0|0|0|1|1|2|6704967.82|776000.00|0.00|3956559.06|1072966.55|1601255.54|833680.52|864601.98|0.00|194309.14
80|CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ|UNIDAVI|64|FUNDACAO UNIVERSIDADE PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAI - UNIDAVI -|7|Especial|2|Centro Universitário|4214805|Rio do Sul|42|SC|Sul|0|131|17|7|0|3|18|16|30|10|18|10|1|1|0|0|1|0|1|28153116.32|3586388.51|5618977.13|6611186.84|4275586.14|9043125.73|6742846.38|1018752.26|1034198.21|6733747.99
81|UNIVERSIDADE DA REGIÃO DE JOINVILLE|UNIVILLE|65|FUNDACAO EDUCACIONAL DA REGIAO DE JOINVILLE|7|Especial|1|Universidade|4209102|Joinville|42|SC|Sul|0|364|3|3|20|11|54|37|131|24|51|13|9|6|2|0|1|1|2|106496000.59|4740915.59|2900279.40|27386223.26|15133424.11|19682647.60|25780749.98|2248674.24|2457460.80|979887.15
82|UNIVERSIDADE DO OESTE DE SANTA CATARINA|UNOESC|66|FUNDACAO UNIVERSIDADE DO OESTE DE SANTA CATARINA|7|Especial|1|Universidade|4209003|Joaçaba|42|SC|Sul|0|584|14|7|24|12|140|72|149|39|109|13|4|1|0|0|1|1|1|251476810.34|780604.79|17597685.03|72655267.63|36031546.68|15181360.74|47917121.51|27758264.44|997613.38|64653353.58
83|UNIVERSIDADE DO VALE DO ITAJAÍ|UNIVALI|67|FUNDACAO UNIVERSIDADE DO VALE DO ITAJAI|5|Privada sem fins lucrativos|1|Universidade|4208203|Itajaí|42|SC|Sul|0|929|8|13|22|22|220|167|188|108|85|27|35|24|6|4|1|1|1|291889744.65|0.00|7338169.41|107156046.73|20907660.07|49697339.57|41391352.04|5800731.98|0.00|68359846.50
84|FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE MACAÉ|FAFIMA|68|FUNDACAO EDUCACIONAL LUIZ REID|5|Privada sem fins lucrativos|3|Faculdade|3302403|Macaé|33|RJ|Sudeste|0|28|0|0|3|2|11|4|5|0|3|0|0|0|0|0|1|0|2|4138942.64|0.00|643753.74|704064.62|568647.99|695513.36|0.00|0.00|0.00|0.00
5671|CENTRO UNIVERSITÁRIO SÃO JOSÉ DE ITAPERUNA||69|FUNDACAO EDUCACIONAL E CULTURAL SAO JOSE|5|Privada sem fins lucrativos|2|Centro Universitário|3302205|Itaperuna|33|RJ|Sudeste|0|36|2|4|0|2|5|11|5|2|5|0|0|0|0|0|1|1|1|6402203.00|0.00|56720.00|2765760.00|1086170.00|1360519.00|678700.00|372055.00|0.00|1046353.00
87|CENTRO UNIVERSITÁRIO DE BRUSQUE|UNIFEBE|70|FUNDACAO EDUCACIONAL DE BRUSQUE FEBE|5|Privada sem fins lucrativos|2|Centro Universitário|4202909|Brusque|42|SC|Sul|0|102|7|2|3|2|8|11|19|9|13|5|6|15|0|2|1|0|2|23502291.63|85252.93|1154702.65|12832887.71|4015658.09|517835.97|5943886.18|8105714.93|0.00|0.00
5228|FACULDADE RAIMUNDO MARINHO|FRM|71|FUNDACAO EDUCACIONAL DO BAIXO SAO FRANCISCO DR. RAIMUNDO MARINHO|5|Privada sem fins lucrativos|3|Faculdade|2704302|Maceió|27|AL|Nordeste|1|34|2|4|0|0|7|11|3|4|3|0|0|0|0|0|1|1|2|4447956.85|0.00|0.00|2516322.60|1195746.20|671935.00|0.00|1882947.30|0.00|98078.50
18874|FACULDADE RAIMUNDO MARINHO DE PENEDO||71|FUNDACAO EDUCACIONAL DO BAIXO SAO FRANCISCO DR. RAIMUNDO MARINHO|5|Privada sem fins lucrativos|3|Faculdade|2706703|Penedo|27|AL|Nordeste|0|20|2|3|2|0|4|2|0|2|3|1|1|0|0|0|0|0|1|2022697.50|0.00|54135.56|946416.50|415366.57|0.00|158747.27|0.00|0.00|47645.51
3974|UNIVERSIDADE DE RIO VERDE|FESURV|73|FESURV - UNIVERSIDADE DE RIO VERDE|7|Especial|1|Universidade|5218805|Rio Verde|52|GO|Centro-Oeste|0|431|55|102|23|17|58|49|71|31|15|6|1|3|0|0|1|1|2|70548580.06|1667276.46|0.00|21789109.21|14213970.58|5580104.55|5013673.16|3988087.39|2151803.14|6624144.29
94|ESCOLA SUPERIOR DE EDUCAÇÃO FÍSICA DE JUNDIAÍ|ESEFJ|74|PREFEITURA DO MUNICIPIO DE JUNDIAI|3|Pública Municipal|3|Faculdade|3525904|Jundiaí|35|SP|Sudeste|0|45|0|1|2|0|7|5|4|6|3|2|1|4|4|6|1|0|2|6137269.64|525517.11|0.00|2493498.94|1536998.09|1315750.41|1069366.37|16593.20|0.00|0.00
93|FACULDADE DE MEDICINA DE JUNDIAÍ|FMJ|74|PREFEITURA DO MUNICIPIO DE JUNDIAI|3|Pública Municipal|3|Faculdade|3525904|Jundiaí|35|SP|Sudeste|0|74|7|0|1|1|29|20|9|7|0|0|0|0|0|0|1|1|2|20316806.59|156000.00|1306873.50|8181764.72|3562052.97|4267154.23|4471818.29|701056.72|0.00|0.00
95|UNIVERSIDADE ESTADUAL DO VALE DO ACARAÚ|UVA|75|UNIVERSIDADE ESTADUAL VALE DO ACARAU|2|Pública Estadual|1|Universidade|2312908|Sobral|23|CE|Nordeste|0|244|16|17|12|15|31|34|54|19|25|19|1|1|0|0|1|1|1|3202512.26|59286134.82|2895899.51|49548139.64|2494958.89|9602793.78|2047725.61|1690928.67|0.00|0.00
